,turker,additionalThoughts,considr_othrExp,disappoint_othr,fairness,be_friend,generalExpermnt,generalStrategy,generalWilson,greedy,inv10x2exp,inv10x2ret,inv10x4exp,inv10x4ret,inv10x6exp,inv10x6ret,inv1x2exp,inv1x2ret,inv1x4exp,inv1x4ret,inv1x6exp,inv1x6ret,inv5x2exp,inv5x2ret,inv5x4exp,inv5x4ret,inv5x6exp,inv5x6ret,know_p2,liking,like_mostOthrs,self_dependable,self_disappoint_othr,self_fairness,self_greedy,self_trustwrthy,similarity,trust,turk_gender,turk_race,turker_age,wouldInvestInputId,p2,p3,p2_strat,mean_error
196,A2T675UCHNTSSW:3CFVK00FWMF4OJNSJU42Q1KX9206LQ,Either I was over thinking this or I needed more time.,50.0,50.0,50.0,1.0,Very Engaged And very hard to predict.  I ran out of time.   Liked  that it was challenging disliked it took me too much time. I found odd-Inconsistent returns,percentages of previous returns,profit oriented,50.0,40.0,20.0,40.0,20.0,20.0,20,2.0,2.0,4.0,3.0,4.0,4.0,20.0,7,20.0,15.0,20.0,20,50.0,50.0,50.0,100.0,,100.0,,100.0,1.0,39.0,female,White,48.0,4.0,100.0,234.0,GA,17.58928571428571
197,A2TBXASXZIRNNW:3LOTDFNYA8TGI6S2O1E8TIEQZUBWFN,pays $7 next time,30.0,31.0,31.0,26.0,I was super engaged. easy to predict. Too many choices. random super amount donated.,Low and a random high.,Greedy.,88.0,3.0,0.0,4.0,0.0,5.0,0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0,3.0,0.0,3.0,0,26.0,30.0,77.0,68.0,,56.0,,89.0,68.0,30.0,male,White,30.0,0.0,72.0,235.0,GR,10.288974751694049
198,A2TI9CGVG147MZ:3BQU611VFQEW50OHS44O52K4YZK99F,no,1.0,100.0,1.0,22.0,"I was very engaged and it was not too hard, I liked the task and nothing was odd",based on other rounds and what he had given I tried to guess what the number would be,that he is very greedy and does not care about others,100.0,10.0,10.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,1.0,30.0,31.0,100.0,,97.0,,82.0,1.0,31.0,female,White,48.0,10.0,47.0,236.0,IA,10.237747145641881
199,A2TJWE9OCZM0B5:3HFNH7HEMI8HC9SBNCLKJEWGCSNQG9,nice,67.0,81.0,89.0,74.0,NOTHING,PLEASE HE IS VERY RUDE,HE IS SO CHEAP,75.0,4.0,2.0,7.0,2.0,5.0,2,2.0,1.0,6.0,2.0,6.0,1.0,3.0,1,8.0,2.0,5.0,2,66.0,78.0,67.0,73.0,,78.0,,89.0,65.0,73.0,female,White,27.0,4.0,32.0,237.0,MO,27.043476747424112
200,A2TLN8489YGY81:3WYP994K18LOOIUR29TSK9MTH4X6YK,The instructions were clear and there were no technical issues.,25.0,100.0,25.0,50.0,I was completely engaged. It was fairly difficult to predict Wilson at first but got easier as I saw more of his behavior. I didn't really find anything odd other than the bag that multiplies stuff.,"Initially, I guessed randomly. After I got some sense of his behavior, I started guessing at half and lower.",He is somewhat greedy as he does not return any money below a certain threshold. ,79.0,40.0,10.0,40.0,20.0,40.0,30,4.0,1.0,4.0,2.0,4.0,3.0,20.0,5,20.0,10.0,20.0,15,50.0,50.0,79.0,78.0,,78.0,,78.0,76.0,25.0,male,asian_asn_amer,31.0,10.0,34.0,238.0,IA,9.117005476654597
201,A2TVJTQ4VXATE6:30LB5CDZND4TFXIHW6FUPFL4A6K0ZV,,84.0,22.0,83.0,95.0,I thought it was interesting but it was difficult to predict. I couldn't see any trends,I tried to see the general amount he gave away and guess from there. He seems to give more than half most of the time.,He is a general and trustworthy guy,1.0,15.0,15.0,35.0,35.0,40.0,40,2.0,2.0,4.0,4.0,4.0,4.0,7.0,7,15.0,15.0,25.0,25,56.0,100.0,78.0,94.0,,83.0,,86.0,65.0,97.0,male,White,26.0,10.0,93.0,239.0,GA,18.048593706488443
202,A2TZA6QIDOHF0R:373ERPL3YP2LTFTHKR9RNNLAYORRTA,It was lovely to engage in this experiment!,1.0,100.0,1.0,4.0,"Very engaged. It was not hard to predict behaviors after the pattern was figured out. I liked the visuals and the animation of the game. Did not find anything odd, just kept wondering what I should be paying attention to after figuring out that Wilson would always return 0.","For the first few attempts, I tried to stick to the x4 multiplier or giving them the actual amount if multiplier was less than 4. When it was obvious that he was always returning 0, then I just stuck to it.",He doesn't give anyone any money. Not sure what his motivations would be but greed popped into my head.,98.0,40.0,20.0,40.0,40.0,40.0,40,4.0,4.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,20.0,11.0,16.0,89.0,,78.0,,92.0,13.0,5.0,female,other,29.0,0.0,91.0,240.0,GR,5.2631578947368425
203,A2UGM73EHLK6XI:3DEL4X4EL7F17XEN3W2IKMZDFYCXY2,No.,80.0,99.0,17.0,1.0,It was difficult to predict Wilson's behavior. There was a pattern but it felt very loose. I don't think he stuck to it all the time.,"It appeared to be random at times, so I tried to eliminate things like gender and the amount given. Then I started to focus on how much the bag yielded. I found that Wilson was slightly more generous if the amount was multiplied by 6.  ",I think Wilson is a jerk and a thief. ,100.0,40.0,20.0,40.0,30.0,40.0,40,2.0,2.0,4.0,2.0,4.0,4.0,20.0,8,20.0,15.0,20.0,20,1.0,1.0,30.0,93.0,,99.0,,97.0,15.0,1.0,male,Black,30.0,2.0,75.0,241.0,GA,17.7713380673907
204,A2UIGDOLX5RV95:3DBQWDE4Y7SYTFQZQOACBNAMI675N1,Thanks for a great task!,66.0,85.0,38.0,67.0,I was completly engaged and did my best. I liked that it was easy to understand. I found nothing odd,He gave about a third back if they were a woman and half if they were a man,he is a greedy person but still understands people want more back then what they put in,88.0,20.0,10.0,40.0,20.0,60.0,30,2.0,1.0,4.0,2.0,6.0,3.0,10.0,5,20.0,10.0,30.0,15,6.0,25.0,89.0,21.0,,17.0,,11.0,76.0,36.0,female,White,23.0,10.0,81.0,242.0,GA,18.51120857699805
205,A2VR0KBCWPY8E1:32KTQ2V7RE9BCK7BHD8TAOQOYKMM9U,,1.0,100.0,1.0,1.0,Very engaged; i wanted to figure wilson out.,"He seemed to give out about 1/4 to 1/3 of his pot, but only if the total value was over 20 doollars.  Below 12 he'd just pocket all the cash.","He is a petty, greedy little shit.",100.0,20.0,10.0,20.0,20.0,20.0,20,2.0,1.0,2.0,2.0,2.0,2.0,10.0,5,10.0,10.0,10.0,10,91.0,1.0,61.0,50.0,,100.0,,74.0,21.0,1.0,male,asian_asn_amer,35.0,0.0,92.0,245.0,MO,8.334493641511184
206,A2VR9O234UCT9T:39N5ACM9HFHHXN4O9T0LRSKJ3Z09P0,No,1.0,100.0,1.0,1.0,It was not hard to predict his behavior. The task was boring and repetitive. The people putting money in did not seem to notice he never gave money back. I was not as engaged toward the end as I was in the beginning.,I tried a couple of different return amounts at the beginning and identified his most likely response.,He is a greedy untrustworthy person.,100.0,15.0,14.0,15.0,20.0,15.0,30,2.0,2.0,2.0,2.0,2.0,3.0,8.0,7,8.0,10.0,7.0,15,60.0,1.0,47.0,84.0,,85.0,,74.0,14.0,1.0,female,Black,48.0,0.0,91.0,246.0,GR,1.7543859649122804
207,A2VRDE2FHCBMF8:3TXD01ZLD5BTSM689K3OKQW2OM24UE,"Thank you very much for this HIT, and best of luck with your research! :)",1.0,79.0,1.0,1.0,"I was engaged, but I didn't understand how Wilson thinks..","I tried to remember the people that brought the money, but when I realized that it didn't work anyway, I started guessing that Wilson would have always returned nothing","He's a greedy, little bstrd!",100.0,20.0,10.0,20.0,20.0,20.0,20,2.0,1.0,2.0,2.0,2.0,2.0,10.0,5,10.0,10.0,10.0,10,30.0,1.0,1.0,81.0,,89.0,,68.0,1.0,1.0,male,White,39.0,0.0,52.0,247.0,GR,5.228928803490207
208,A2VY16N1O40VEL:34YB12FSQZIQRUUJVJE325CB36XMGK,None,17.0,86.0,1.0,1.0,It was interesting and I was fairly engaged.,Divide the amount receive by 4.,He is very greedy,100.0,40.0,20.0,40.0,20.0,40.0,30,4.0,2.0,4.0,2.0,4.0,2.0,20.0,10,20.0,10.0,20.0,15,1.0,1.0,17.0,80.0,,87.0,,79.0,1.0,1.0,male,american_indian_Alaskan,33.0,0.0,65.0,248.0,MO,8.148032117330363
209,A2W8ZV9DQWVHJK:3M81GAB8A1DLLSK07QT6I35JW0SBQG,No thoughts to add. Thanks! ,47.0,17.0,41.0,38.0,I was very engaged in this study. It was not that hard to predict Wilsons behavior. I did not dislike anything. I liked the graphics of this hit. It made it more fun. Nothing was odd. ,I did not have a strategy I mostly took into consideration Wilsons previous behavior in deciding why I guessed the way I did. ,"Overall Wilson is a fair person, but when there is not much to share he keeps all for himself. ",61.0,10.0,3.0,20.0,12.0,30.0,12,1.0,0.0,2.0,0.0,3.0,0.0,5.0,3,10.0,6.0,15.0,7,1.0,50.0,82.0,69.0,,51.0,,38.0,45.0,24.0,female,White,30.0,4.0,6.0,250.0,IA,14.284205885083079
210,A2WGW5Y3ZFBDEC:3E13VNJ1NOP7RWEPSLV83P1OKDH1IG,No.,70.0,71.0,50.0,46.0,"I was engaged. It was difficult to predict his behavior when I tried hard to figure it out, once I started assuming 'about 1/3' it became much easier and I became more accurate.","It looked like he gave them back about a third of what he made, if there was more to it, I couldn't figure it out.","He's greedy but not to an extreme extent, probably most folks accept it. He might like some colors of folks more than others, not sure.",71.0,40.0,11.0,40.0,11.0,40.0,11,4.0,2.0,4.0,2.0,4.0,2.0,20.0,6,20.0,6.0,20.0,6,56.0,50.0,40.0,60.0,,68.0,,59.0,1.0,55.0,male,White,48.0,10.0,47.0,251.0,IA,10.63706720504966
211,A2WHC086WNUQNB:3MX2NQ3YCAO35943SUXL9P1KIPUX5Y,Thank you - I enjoyed it!,61.0,86.0,18.0,21.0,I think it was pretty hard to predict his behavior. He was just as mean to boys as he was to girls. It didn't matter what age they were - he was just stingy.,I basically made determinations based on amount.  If it was low and not multiplied by much he kept it.,I think Wilson is selfish. He has a magic bag and he wants to keep most of the money. He is not a very nice person.  He could have just kept half.,99.0,20.0,10.0,20.0,20.0,20.0,30,2.0,0.0,2.0,0.0,2.0,0.0,20.0,5,10.0,10.0,10.0,15,51.0,10.0,30.0,100.0,,98.0,,92.0,20.0,1.0,female,White,52.0,10.0,62.0,252.0,GR,9.307644110275689
212,A2XTHKNTQT23K2:3LQ8PUHQFMMIV7Z3UAYTVCHVZOKIH9,very nice,84.0,72.0,80.0,76.0,Yes,"only Wilson can see what the magic bag produces.
Knowing the other believes his magic bag can only quadruple money, he will have to decide how much to return.
",Very intelligent ,91.0,20.0,0.0,40.0,0.0,60.0,12,2.0,0.0,4.0,0.0,6.0,0.0,10.0,0,20.0,0.0,30.0,0,90.0,83.0,80.0,87.0,,81.0,,84.0,83.0,92.0,male,White,28.0,8.0,62.0,253.0,GR,5.0247145641882485
213,A2YCMT5BPA0AG9:37XITHEISX347YR6Y5E1YDL6A2RCRC,It paid well even though there were a heck of a lot of mouse clicks,2.0,89.0,9.0,5.0,It got tedious. The odd part was that Wilson never gave anything away to anybody,After doing 2 or 3 samples I quickly figured out that Wilson was greedy,He would make an excellent Republican,91.0,40.0,10.0,40.0,20.0,40.0,20,4.0,1.0,4.0,2.0,4.0,2.0,20.0,10,20.0,10.0,20.0,10,6.0,10.0,45.0,80.0,,73.0,,73.0,30.0,1.0,male,White,55.0,5.0,91.0,254.0,GR,0.8771929824561403
214,A2YDA5EGPSTMCC:3L2IS5HSFBCFEUGERPIKJZ22G66UNF,,31.0,64.0,37.0,44.0,"I was very engaged. The prediction task was initially difficult, but slowly became more intuitive over time, as I was able to observe more of Wilson's behavior.","I focused on the multiplier. From that, I kept track of what Wilson's previous behavior was given that specific multiplier and the range of cash for the given behavior.",He's a bit greedy and self-serving.,74.0,20.0,10.0,40.0,20.0,60.0,30,2.0,1.0,4.0,2.0,6.0,3.0,10.0,5,20.0,10.0,39.0,15,65.0,43.0,30.0,63.0,,85.0,,64.0,20.0,25.0,male,Black,22.0,2.0,34.0,255.0,IA,11.700895757913303
215,A2YJZYTC8WOIZT:3A1PQ49WVIB7V135M3DN3D09J041HO,no,40.0,55.0,55.0,45.0,it was good.  I liked it.  Nothing odd.,he was usually just a few dollars above initial investment,knows how to make money!,38.0,10.0,10.0,10.0,8.0,10.0,15,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.0,5.0,5.0,10,58.0,63.0,63.0,56.0,,61.0,,56.0,69.0,44.0,female,White,45.0,5.0,47.0,256.0,IA,10.153508771929825
216,A2YKW761AK4ZGY:37WLF8U1WQKT4D5AYUS1B17IJSO6KV,no,15.0,77.0,14.0,51.0,It was a little difficult to predict exactly what Wilson would do.,the amount given and the multiplier,Greedy,98.0,40.0,15.0,40.0,20.0,40.0,30,4.0,1.0,4.0,2.0,4.0,3.0,20.0,8,20.0,10.0,20.0,15,33.0,49.0,16.0,72.0,,93.0,,63.0,8.0,18.0,male,Black,33.0,10.0,47.0,257.0,IA,10.499048547294164
217,A2YTQDLACTLIBA:33SA9F9TRYOOCSS6TQU2B0TQNTWWE5,none,92.0,100.0,1.0,1.0,I was very engaged.  Once I figured out Wilson preferred white males it was easier,The color and gender of the people,That he is not nice,100.0,20.0,20.0,40.0,40.0,60.0,60,2.0,2.0,,4.0,6.0,6.0,10.0,10,20.0,20.0,30.0,30,85.0,1.0,50.0,100.0,,50.0,,100.0,1.0,1.0,female,White,63.0,0.0,72.0,258.0,GR,15.847779170147593
218,A2Z43TA0WZ0EG0:3OJSZ2ATDTQ9QUYCAHTNFQOWHZX752,,42.0,70.0,40.0,72.0,It was kind of hard to predict his behavior but it was really fun and engaging. ,I tried to find previous patterns.,"He seemed okay, moderately fair. As there is always risk with investments.",69.0,20.0,8.0,20.0,8.0,20.0,18,2.0,1.0,2.0,2.0,2.0,2.0,10.0,0,10.0,7.0,10.0,10,79.0,50.0,100.0,64.0,,70.0,,73.0,84.0,36.0,female,White,28.0,8.0,92.0,259.0,MO,9.932586094866794
219,A2Z70GL7HTFFQR:39ASUFLU6Y131SXW3VQODJ7XTTNEXU,none,100.0,1.0,100.0,1.0,IT was really interesting but hard to predict. I liked the animation,The type of person that gave the money.,That he is sneaky.,1.0,10.0,20.0,20.0,40.0,40.0,60,1.0,2.0,3.0,4.0,3.0,6.0,10.0,10,10.0,20.0,15.0,30,100.0,100.0,100.0,83.0,1.0,99.0,1.0,99.0,1.0,1.0,,,,1.0,93.0,260.0,GA,22.513923698134224
220,A2ZNOMZ35LKY8Q:35GMH2SV3FBG7JJ4243SU6G4HPYOEF,,19.0,91.0,19.0,23.0,"I was very engaged, it was interesting to get a perception of Wilson and how he dealt with others. I disliked how it was sometimes hard to guess Wilson's morality. I found nothing odd however.",The initial amount of money put in the bag and the amount it was multiplied by decided my decisions.,Wilson is not very fair and will steal if given the opportunity.,90.0,20.0,20.0,40.0,40.0,60.0,60,2.0,2.0,4.0,4.0,6.0,6.0,10.0,10,20.0,20.0,30.0,30,26.0,14.0,55.0,83.0,8.0,93.0,8.0,90.0,25.0,14.0,,,,0.0,97.0,262.0,IA,13.438457254246728
221,A30RAYNDOWQ61S:3TR2532VIQOYTTZSG9SPAM7543O6JW,None,49.0,69.0,28.0,45.0,I did find it hard to predict. Nothing was odd.,I tried to reminder his behavior with the different amounts given.,He isn't fair in his payouts.,68.0,40.0,20.0,40.0,20.0,40.0,30,4.0,2.0,4.0,2.0,4.0,3.0,20.0,10,20.0,10.0,20.0,15,29.0,51.0,41.0,100.0,,90.0,,67.0,45.0,27.0,male,White,56.0,0.0,47.0,264.0,IA,11.030759769794859
222,A30UE6DWFNUCWX:3D3VGR7TA19GUYVN5C305AHC4KHR3M,it was interesting thank you ,63.0,57.0,33.0,70.0,it was difficult to predict but it was also fun. i didnt find anything odd,the amount invested,he seemed to be trustworthy,36.0,20.0,10.0,40.0,20.0,40.0,10,2.0,2.0,4.0,2.0,4.0,2.0,20.0,10,20.0,10.0,20.0,10,34.0,64.0,62.0,73.0,,77.0,,79.0,67.0,67.0,female,White,30.0,5.0,41.0,265.0,MO,14.052956465237166
223,A30VLAIIJIG5IS:3YMTUJH0DTAES9RJ9FDEFUA06NKT4W,NOTHING ELSE TO ADD,31.0,87.0,37.0,36.0,i WAS VERY ENGAGED. I THOUGHT IT BECMAME PRETTY PREDICATBLE RELATIVELY QUICKLY,HE RETURNED THE DOUBLE  THE AMOUNT IN MOST CASES UNLESS IT WAS A SMALLEER AMOUNT,I THOUGHT HE WAS PRETTY GREEDY IN GENERAL  AND TOOK ADVANTAGE WHENEVER POSSIBLE,95.0,40.0,15.0,40.0,30.0,40.0,30,4.0,2.0,4.0,2.0,4.0,4.0,20.0,8,20.0,10.0,20.0,20,38.0,53.0,68.0,100.0,,89.0,,91.0,60.0,3.0,male,White,53.0,2.0,93.0,266.0,GA,3.31384015594542
224,A31681CCEVDIH3:3L4PIM1GQUAHA1SBUXWQV4DPE64RYR,,74.0,1.0,70.0,81.0,"It was slightly difficult actually, his behavior could be hard to predict sometimes.",I just tried to watch what percentage he sent back,He is generous,50.0,10.0,10.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,62.0,74.0,62.0,74.0,,100.0,,73.0,73.0,76.0,female,White,30.0,7.0,81.0,267.0,GA,19.447113153253504
225,A31XNLA9REVGXL:3T111IHZ5FK290K3ML4AWNKY4HO9RS,Thank you,1.0,71.0,15.0,1.0,It was good It was easy to predict because he did not share. I liked the task.,He never shared,He is greedy,76.0,10.0,10.0,20.0,20.0,20.0,20,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,10.0,10,8.0,8.0,58.0,72.0,,69.0,,65.0,13.0,1.0,female,White,44.0,0.0,91.0,268.0,GR,1.1695906432748537
226,A320QA9HJFUOZO:3IAEQB9FMFEJKME6XVJI5IB5NP1DWF,thanks,55.0,45.0,56.0,58.0,I was fully engaged. It became easier to predict his behavior after observing more trials. It was mildly interesting. Everything worked fine.,"I considered the outcomes of each trial to figure out how he would act on future trials. I considered what the other person likely expected, and what percentage of the total he returned, as well as their initial investment.","Wilson seemed slightly greedy, but overall was not too unfair and shared the money to a reasonable degree on most trials.",66.0,20.0,8.0,20.0,10.0,20.0,20,2.0,0.0,2.0,1.0,2.0,2.0,10.0,5,10.0,6.0,10.0,10,28.0,63.0,86.0,85.0,,94.0,,90.0,72.0,44.0,male,White,31.0,8.0,4.0,269.0,IA,11.355820105820104
227,A324AD5U1SV0OA:3Z2R0DQ0JI820CUZF65VNTD1JDWE2I,so nice,41.0,22.0,72.0,40.0,32,try improve lot ,male,32.0,24.0,10.0,2.0,5.0,5.0,2,10.0,20.0,10.0,32.0,254.0,125.0,15.0,010,52.0,5.0,2.0,52,78.0,63.0,65.0,64.0,,80.0,,67.0,64.0,70.0,male,White,24.0,3.0,54.0,270.0,MO,17.205281722825582
228,A326O3VWP8TO8N:3QL2OFSM97CJS0ZE5YXKPTGW83QCN7,Good luck with your research!,65.0,100.0,1.0,1.0,I thought it was rather easy to predict his behavior after a few times. Nothing in the experiment was odd.,He seemed really greedy so he took most people's money unless the amount invested was rather high.,He's not a very moral person.,100.0,2.0,10.0,20.0,20.0,60.0,20,2.0,2.0,4.0,2.0,6.0,2.0,2.0,5,10.0,10.0,30.0,10,53.0,1.0,44.0,65.0,,80.0,,74.0,28.0,1.0,male,White,27.0,0.0,52.0,271.0,GR,3.2020444630093756
229,A32T37BQ5EJUH:3TS1AR6UQR81SRR1GT6W12F96N27F0,good,81.0,89.0,94.0,89.0,very nice,yes,male,79.0,10.0,5.0,40.0,20.0,60.0,30,2.0,1.0,2.0,1.0,6.0,3.0,4.0,2,10.0,5.0,30.0,15,93.0,76.0,87.0,78.0,,88.0,,61.0,94.0,89.0,male,White,27.0,9.0,32.0,273.0,MO,37.539682539682545
230,A32U64W0S9PUA3:38JBBYETQP4C3Q9MJKOJG8AZ30Y4ES,,64.0,32.0,67.0,31.0,"i tried my best i could have been more organized in predicting, i was wrong when i thought i would be right and right when i thought i was wrong",I tried to use previous behavior to guess what he would do ,"he is an interesting fellow, hes pretty nice and he does what he wants",49.0,20.0,15.0,40.0,20.0,40.0,20,2.0,1.0,4.0,2.0,4.0,2.0,10.0,5,20.0,10.0,20.0,10,58.0,75.0,61.0,96.0,,74.0,,74.0,28.0,42.0,male,White,24.0,0.0,72.0,274.0,GR,14.216153810452058
231,A33QIOA2EYW0LC:32VNZTT0A8Y1CUER5Q8JFF9IIXTR4D,,14.0,92.0,22.0,1.0,"I was very engaged. It was difficult to predict Wilson's behavior to an exact amount, except for a few occasions (when someone would get $0 back, for instance). ","Small donations and small increases from the bag usually amounted to $0 given back. A larger increase from the bag meant that Wilson gave back more money to the person.  Usually Wilson did not give back much, and often didn't even give them back what they payed in.",He doesn't really care about anybody but himself. He would occasionally throw someone a bone as long as he was getting something good for himself first.,92.0,40.0,15.0,40.0,20.0,40.0,30,4.0,1.0,4.0,1.0,4.0,2.0,20.0,7,20.0,10.0,20.0,15,70.0,24.0,42.0,75.0,,61.0,,82.0,31.0,11.0,female,White,34.0,0.0,4.0,275.0,IA,13.125116030817784
232,A340UGIDGIF4W6:3R9WASFE20AKC1X7ZOYFSM88GWFZFG,,78.0,82.0,64.0,69.0,"This was fun, thanks for allowing me to participate!",I tried to see if there was a pattern of some kine,I felt as though he was a little unpredictable,73.0,20.0,15.0,10.0,10.0,20.0,20,1.0,2.0,2.0,1.0,2.0,20.0,10.0,5,10.0,10.0,10.0,10,28.0,66.0,64.0,91.0,,88.0,,95.0,54.0,31.0,female,White,43.0,7.0,72.0,276.0,GR,12.64312401373805
233,A34FOMRRI5KYCY:3U4J9857OF5BFAFLBRK0ICOOS82B7H,,34.0,60.0,29.0,31.0,Very hard. I never figured out his strategy. The task was fine a little long. I wondered if he gave more to women or men or nicer people but i couldn't seemed random,If he would be mostly fair. I expected him to take something as interest hut usually he took too much. ,He is a little greedy and unpredictable,61.0,40.0,4.0,40.0,15.0,40.0,25,4.0,1.0,4.0,0.0,4.0,2.0,20.0,4,20.0,6.0,20.0,10,28.0,31.0,50.0,50.0,,50.0,,50.0,44.0,33.0,female,Black,28.0,0.0,47.0,277.0,IA,15.461048454469507
234,A34MKPDSKWYTGP:3LQ8PUHQFMMIV7Z3UAYTVCHV0ZUHI5,none,57.0,67.0,34.0,64.0,just i like it,he was happy,not treturn money,64.0,20.0,0.0,40.0,0.0,60.0,0,2.0,0.0,4.0,0.0,6.0,0.0,10.0,0,20.0,0.0,30.0,0,38.0,72.0,57.0,40.0,,61.0,,64.0,66.0,39.0,male,White,53.0,2.0,83.0,278.0,GR,0.5012531328320802
235,A34SUZWGLXIWM8:3JZQSN0I3R4KLK229WAQ7FS24MCFGT,The previous page before this one (momentarily) told me there was an error submitting the results or something to that extent.,81.0,8.0,67.0,87.0,"I felt like it was easy enough once I got the hang of it. I felt like there was a predictable ""right"" answer most of the time. It felt a little bit repetitive, but it wasn't bad at all. I didn't really notice anything unusual.",What the other persons expectation was and the multiplier for that round.,"He's honest most of the time, but he isn't above taking advantage of others expectations occasionally.",25.0,10.0,10.0,20.0,20.0,20.0,30,2.0,1.0,2.0,2.0,2.0,3.0,5.0,5,10.0,10.0,10.0,15,60.0,81.0,82.0,90.0,,75.0,,76.0,67.0,76.0,male,White,35.0,10.0,56.0,279.0,GA,2.06140350877193
236,A35H05ZTUL743M:3GA6AFUKOPI354HK97R6R6F6HLJH3Z,,53.0,52.0,52.0,46.0,Very hard to predict,I thought it was random,He's a bad guy,52.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,22.0,2.0,2.0,22.0,22.0,2,2.0,2.0,2.0,2,52.0,54.0,43.0,50.0,,50.0,,52.0,50.0,47.0,male,White,20.0,5.0,6.0,280.0,IA,33.603569107955074
237,A35NVKW9R833VF:3LJ7UR74RI7GXWMZCJR26V48HI74N5,,36.0,84.0,31.0,43.0,"I was very engaged. It was kind of hard, I liked that the task was keeping track of the progress.",I went with my gut instinct based on previous interactions,Greedy,69.0,40.0,12.0,40.0,14.0,40.0,13,4.0,0.0,4.0,0.0,4.0,0.0,20.0,4,20.0,6.0,20.0,5,13.0,37.0,100.0,54.0,,75.0,,34.0,69.0,31.0,male,White,23.0,8.0,92.0,281.0,MO,10.623317553142115
238,A36R9HIG037765:36DSNE9QZ6SOIZ5WG5EJRMTWQDOJOP,No,8.0,100.0,1.0,1.0,"I was engaged, I found it difficult.",percentage he took,Not good. He's selfish,100.0,40.0,19.0,40.0,39.0,40.0,59,4.0,2.0,4.0,3.0,4.0,5.0,20.0,9,20.0,19.0,20.0,29,1.0,1.0,29.0,100.0,,100.0,,100.0,1.0,1.0,female,White,31.0,0.0,100.0,282.0,GA,15.113304093567253
239,A36W1S4Z2LSNTC:3OF2M9AATHIVSNPL0ZPC8Z0DOXLZKH,nil,79.0,75.0,48.0,38.0,"It got easier to predict as time went on, which is to be expected. Everything ran smoothly. ",I considered the invested amount rather than the product. I noticed he would give nothing back to low-tier investors but was more fair with high-tier investors. ,He tends to screw over small-timers so I think he is a bit of a user. ,58.0,20.0,10.0,50.0,20.0,50.0,25,5.0,0.0,10.0,0.0,10.0,0.0,15.0,5,20.0,10.0,25.0,10,64.0,45.0,67.0,79.0,,56.0,,58.0,69.0,41.0,female,White,32.0,10.0,6.0,283.0,IA,10.666132924904854
240,A376F1W1MTY3J:3LKC68YZ3BXAOJ5VN4XYGCN4RW6OW7,"No, thank you for using turk!",1.0,100.0,1.0,1.0,"I thought it was a little too easy to figure out Wilson wasn't ever going to return money, and that made the task pretty tedious ","I guessed the first few, and noticed he never returned anything. ","He's greedy and selfish, he could have kept some money and given some back and still made a lot. ",100.0,40.0,15.0,40.0,35.0,40.0,55,4.0,1.0,4.0,3.0,4.0,5.0,20.0,5,20.0,15.0,20.0,25,8.0,1.0,25.0,87.0,,100.0,,88.0,3.0,1.0,female,White,38.0,0.0,83.0,284.0,GR,1.111111111111111
241,A377LTGWJKY2IW:3LYA37P8IRHZAPM5UL99MHTAXFJKBM,"I enjoyed this task very much, it was interesting. Thanks for the opportunity. ",63.0,79.0,22.0,57.0,"it got easier to predict Wilson as the game went on. I was engaged, but concentrated most on how much someone put in the bag and how much it multiplied by. I don't think Wilson cared about what people were expecting. I did find it odd that he never seemed fair. ",I considered how much someone put in the bag. It seemed if they put small amounts in he did not give any money back.,I thought Wilson was greedy. ,87.0,20.0,15.0,40.0,30.0,40.0,40,4.0,1.0,4.0,2.0,4.0,3.0,10.0,7,20.0,15.0,20.0,20,58.0,35.0,30.0,94.0,,86.0,,80.0,21.0,26.0,female,White,50.0,5.0,92.0,285.0,MO,11.42323401095331
242,A37EV8RZ82WT8E:3X73LLYYQ28A98AURQBL0KDCMY1HNY,No.,69.0,77.0,39.0,17.0,It was hard to predict his behavoir unless the amount donated to his bag was very low. I didn't find anything odd.,I tried to just remember what his behavior was in terms of the amounts he was returning so that I could predict it if the same amount came up again in the future.,He was a little shady to say the least.,81.0,40.0,20.0,40.0,20.0,40.0,20,4.0,2.0,4.0,2.0,4.0,2.0,20.0,10,20.0,10.0,20.0,10,44.0,28.0,84.0,100.0,,61.0,,93.0,74.0,26.0,male,White,29.0,8.0,97.0,286.0,IA,15.681274946625825
243,A37S96RT1P1IT2:3YW4XOSQKRFC0N9PM2KMMSPZDZ7U11,No comment.,28.0,94.0,34.0,19.0,It was interesting. The behavior was a little hard to predict since there seemed to be other factors involved.,I tried to see if there was a pattern based on how much was given and the end total.,He seemed to be a little greedy.,91.0,40.0,5.0,40.0,15.0,40.0,15,4.0,1.0,4.0,1.0,4.0,2.0,20.0,5,20.0,5.0,20.0,5,30.0,50.0,70.0,70.0,,56.0,,31.0,76.0,18.0,female,asian_asn_amer,35.0,5.0,41.0,287.0,MO,10.44683467929082
