,p2,p3,p2_strat,model,param1,param2,sse,aic,bic,fit_method
0,47,236,IA,inverse motive,0.20115661153530812,0.0368785753626725,688.0,145.97204149563123,150.05814403130034,least_squares_100iters
0,47,236,IA,greed,,,6280.0,268.01821752277857,268.01821752277857,least_squares_100iters
0,47,236,IA,guilt-aversion,178.51806819928373,,1978.0,204.16704392784212,206.21009519567667,least_squares_100iters
0,47,236,IA,inequity-aversion,392.2273669427612,,706.0,145.44414627054545,147.48719753838,least_squares_100iters
0,47,236,IA,moral phenotype,0.08441155157842767,0.006863328089771692,733.0,149.5833827409698,153.6694852766389,least_squares_100iters
0,32,237,MO,rescorla-wagner,0.10253969820099997,,4246.311572928591,247.71302086842388,249.75607213625844,least_squares_100iters
0,32,237,MO,inverse motive,0.628866871289344,0.6145313800852432,1984.0,206.33968414058526,210.42578667625438,least_squares_100iters
0,32,237,MO,greed,,,5066.0,255.77356707544303,255.77356707544303,least_squares_100iters
0,32,237,MO,guilt-aversion,340.6126141898269,,4572.0,251.9253211535686,253.96837242140316,least_squares_100iters
0,32,237,MO,inequity-aversion,177.8872789304109,,2921.0,226.38791196953187,228.43096323736643,least_squares_100iters
0,32,237,MO,moral phenotype,0.2567856993512537,0.051229929698633075,2594.0,221.62059053138483,225.70669306705395,least_squares_100iters
0,34,238,IA,rescorla-wagner,0.19241135905924017,,3486.4541106373395,236.47458535336216,238.51763662119671,least_squares_100iters
0,34,238,IA,inverse motive,0.40073702282216667,0.08488739270303129,614.0,139.48578863781776,143.57189117348688,least_squares_100iters
0,34,238,IA,greed,,,6678.0,271.5207855021359,271.5207855021359,least_squares_100iters
0,34,238,IA,guilt-aversion,204.01968807051918,,2451.0,216.38840659453305,218.4314578623676,least_squares_100iters
0,34,238,IA,inequity-aversion,365.16274132183503,,513.0,127.24180090816452,129.28485217599908,least_squares_100iters
0,34,238,IA,moral phenotype,0.09991632031995318,0.026481887428282697,454.0,122.27761802178746,126.36372055745656,least_squares_100iters
0,93,239,GA,rescorla-wagner,0.49117110161362176,,4042.2324494319387,244.90556480865826,246.9486160764928,least_squares_100iters
0,93,239,GA,inverse motive,0.9115702114062285,0.1732234417022525,1286.0,181.62571630689183,185.71181884256094,least_squares_100iters
0,93,239,GA,greed,,,11371.0,301.85890515003985,301.85890515003985,least_squares_100iters
0,93,239,GA,guilt-aversion,9147.566570781282,,1923.0,202.55965723199108,204.60270849982564,least_squares_100iters
0,93,239,GA,inequity-aversion,5000.423870265982,,1038.0,167.41398836580316,169.45703963363772,least_squares_100iters
0,93,239,GA,moral phenotype,0.011861079688061493,0.08015049015102207,1038.0,169.41398836580316,173.50009090147228,least_squares_100iters
0,91,240,GR,rescorla-wagner,0.7903129953400282,,724.0,146.87918709941647,148.92223836725103,least_squares_100iters
0,91,240,GR,inverse motive,0.13211353683337818,0.04917416361280474,458.0,122.77762122793918,126.86372376360828,least_squares_100iters
0,91,240,GR,greed,,,724.0,144.87918709941647,144.87918709941647,least_squares_100iters
0,91,240,GR,guilt-aversion,91.27409033350631,,3963.0,243.77720354528543,245.82025481312,least_squares_100iters
0,91,240,GR,inequity-aversion,199.06807368973656,,4889.0,255.74643230041346,257.789483568248,least_squares_100iters
0,91,240,GR,moral phenotype,0.4980443815006699,0.06089423365916874,724.0,148.87918709941647,152.96528963508558,least_squares_100iters
0,75,241,GA,rescorla-wagner,0.1538358828121377,,2040.8100892637453,205.94889803729814,207.9919493051327,least_squares_100iters
0,75,241,GA,inverse motive,0.4638496436763819,0.669650568420318,933.0,163.33517418172923,167.42127671739834,least_squares_100iters
0,75,241,GA,greed,,,4273.0,246.07014956514007,246.07014956514007,least_squares_100iters
0,75,241,GA,guilt-aversion,122.60864296713692,,891.0,158.70971009926677,160.75276136710133,least_squares_100iters
0,75,241,GA,inequity-aversion,196.49744423652305,,570.0,133.24735030066063,135.29040156849518,least_squares_100iters
0,75,241,GA,moral phenotype,0.18518075971118647,-0.055412389065388326,584.0,136.63043375463957,140.71653629030868,least_squares_100iters
0,81,242,GA,rescorla-wagner,0.5520272205802836,,3576.785021149128,237.93259704990783,239.97564831774238,least_squares_100iters
0,81,242,GA,inverse motive,0.38449082052268724,0.21020696719130647,1240.0,179.54947727357833,183.63557980924745,least_squares_100iters
0,81,242,GA,greed,,,8170.0,283.0148564411114,283.0148564411114,least_squares_100iters
0,81,242,GA,guilt-aversion,486.2525565318143,,1902.0,201.93376859043477,203.97681985826932,least_squares_100iters
0,81,242,GA,inequity-aversion,1588.261777061346,,749.0,148.81419979391217,150.85725106174672,least_squares_100iters
0,81,242,GA,moral phenotype,0.033304024813673005,0.08589211964397273,779.0,153.05270734806328,157.1388098837324,least_squares_100iters
0,92,245,MO,rescorla-wagner,0.27429838941342505,,1589.3684431032511,191.69832234400323,193.7413736118378,least_squares_100iters
0,92,245,MO,inverse motive,0.4988955947105795,0.0777756618303041,549.0,133.10768889947389,137.193791435143,least_squares_100iters
0,92,245,MO,greed,,,3382.0,232.74076191256663,232.74076191256663,least_squares_100iters
0,92,245,MO,guilt-aversion,91.74400132160865,,1039.0,167.4688752260866,169.51192649392115,least_squares_100iters
0,92,245,MO,inequity-aversion,357.3047259760842,,770.0,150.39033707975122,152.43338834758578,least_squares_100iters
0,92,245,MO,moral phenotype,0.25695250443251505,-0.04468723438689855,218.0,80.46229631240871,84.54839884807781,least_squares_100iters
0,91,246,GR,rescorla-wagner,0.08565230091532905,,592.0,135.405955921819,137.44900718965354,least_squares_100iters
0,91,246,GR,inverse motive,0.1967124851995872,0.003965583419776637,263.0,91.15885756756322,95.24496010323232,least_squares_100iters
0,91,246,GR,greed,,,592.0,133.405955921819,133.405955921819,least_squares_100iters
0,91,246,GR,guilt-aversion,387.6269446088143,,7013.0,276.3107661000345,278.35381736786906,least_squares_100iters
0,91,246,GR,inequity-aversion,117.87663472049404,,2965.0,227.24011948504472,229.28317075287927,least_squares_100iters
0,91,246,GR,moral phenotype,0.49467316772917236,0.09201239047278556,595.0,137.69407784953154,141.78018038520065,least_squares_100iters
0,52,247,GR,rescorla-wagner,0.0205957591623475,,316.29650696134553,99.67684268189167,101.71989394972623,least_squares_100iters
0,52,247,GR,inverse motive,0.2676418229697724,0.03560520010754953,386.0,113.028807792926,117.1149103285951,least_squares_100iters
0,52,247,GR,greed,,,321.0,98.51822175184155,98.51822175184155,least_squares_100iters
0,52,247,GR,guilt-aversion,118.04974940019308,,4299.0,248.4159275737187,250.45897884155326,least_squares_100iters
0,52,247,GR,inequity-aversion,59.692826873841696,,515.0,127.46359107126361,129.50664233909816,least_squares_100iters
0,52,247,GR,moral phenotype,0.48567535354272484,0.07553847716242743,325.0,103.22411312622569,107.31021566189479,least_squares_100iters
0,65,248,MO,rescorla-wagner,0.27788881111079955,,1232.703024547828,177.21306096800885,179.2561122358434,least_squares_100iters
0,65,248,MO,inverse motive,0.19055898694452583,0.00802252510396954,452.0,122.02596198386782,126.11206451953691,least_squares_100iters
0,65,248,MO,greed,,,2529.0,216.17409479361865,216.17409479361865,least_squares_100iters
0,65,248,MO,guilt-aversion,141.24058612293487,,1350.0,182.39409040508173,184.43714167291628,least_squares_100iters
0,65,248,MO,inequity-aversion,228.14138164568675,,706.0,145.44414627054545,147.48719753838,least_squares_100iters
0,65,248,MO,moral phenotype,0.29659283005948883,-0.0964653364188163,197.0,74.68869027149599,78.77479280716508,least_squares_100iters
0,6,250,IA,rescorla-wagner,0.31600337223134634,,3130.159394197785,230.32991252681109,232.37296379464564,least_squares_100iters
0,6,250,IA,inverse motive,0.4523779371293533,0.06047565129558319,757.0,151.41978317936523,155.50588571503434,least_squares_100iters
0,6,250,IA,greed,,,6861.0,273.0617612468114,273.0617612468114,least_squares_100iters
0,6,250,IA,guilt-aversion,191.84823767203875,,1759.0,197.47862018347146,199.52167145130602,least_squares_100iters
0,6,250,IA,inequity-aversion,572.9935197958902,,718.0,146.40484316917943,148.44789443701399,least_squares_100iters
0,6,250,IA,moral phenotype,0.09611258991011684,0.07338136561133421,719.0,148.48417512353032,152.57027765919943,least_squares_100iters
0,47,251,IA,rescorla-wagner,0.3000127438338447,,1593.7910639079378,191.85671186078454,193.8997631286191,least_squares_100iters
0,47,251,IA,inverse motive,0.3964149689179386,0.1143376361749828,422.0,118.11138063348332,122.19748316915242,least_squares_100iters
0,47,251,IA,greed,,,4787.0,252.54465152880366,252.54465152880366,least_squares_100iters
0,47,251,IA,guilt-aversion,95.6162210164213,,1108.0,171.1338541699427,173.17690543777726,least_squares_100iters
0,47,251,IA,inequity-aversion,204.70697881045496,,219.0,78.72316633297119,80.76621760080575,least_squares_100iters
0,47,251,IA,moral phenotype,0.06726178619025586,-0.0019664881882643787,276.0,93.90892707930819,97.99502961497728,least_squares_100iters
0,62,252,GR,rescorla-wagner,0.1543499040806026,,958.8596693821069,162.8935275726801,164.93657884051467,least_squares_100iters
0,62,252,GR,inverse motive,0.050765474585586584,0.024016164037239975,465.0,123.64220985190994,127.72831238757904,least_squares_100iters
0,62,252,GR,greed,,,1116.0,169.54392788108223,169.54392788108223,least_squares_100iters
0,62,252,GR,guilt-aversion,48.970609937796226,,1350.0,182.39409040508173,184.43714167291628,least_squares_100iters
0,62,252,GR,inequity-aversion,129.00699385998027,,1907.0,202.08341425265453,204.1264655204891,least_squares_100iters
0,62,252,GR,moral phenotype,0.4401864282994356,0.00411318870355698,599.0,138.07598882601127,142.16209136168038,least_squares_100iters
0,62,253,GR,rescorla-wagner,0.006648733901074111,,34.550480334263405,-26.535899462632905,-24.492848194798356,least_squares_100iters
0,62,253,GR,inverse motive,0.18854545522423463,0.07345506196677568,528.0,130.88456590468758,134.97066844035666,least_squares_100iters
0,62,253,GR,greed,,,36.0,-26.19334277457109,-26.19334277457109,least_squares_100iters
0,62,253,GR,guilt-aversion,223.32708991165794,,6099.0,268.3512435643286,270.39429483216315,least_squares_100iters
0,62,253,GR,inequity-aversion,67.11059371693695,,716.0,146.24584725018744,148.288898518022,least_squares_100iters
0,62,253,GR,moral phenotype,0.45864667943229714,0.09264222298800537,145.0,57.21990105140338,61.30600358707248,least_squares_100iters
0,91,254,GR,rescorla-wagner,0.26439702485840955,,324.0,101.04845813359341,103.09150940142797,least_squares_100iters
0,91,254,GR,inverse motive,0.310084351694482,0.01965384025981012,183.0,70.48678844539164,74.57289098106074,least_squares_100iters
0,91,254,GR,greed,,,324.0,99.04845813359341,99.04845813359341,least_squares_100iters
0,91,254,GR,guilt-aversion,217.09658606226756,,5939.0,266.8359524703347,268.8790037381692,least_squares_100iters
0,91,254,GR,inequity-aversion,82.00072398306114,,1401.0,184.50774587464002,186.55079714247458,least_squares_100iters
0,91,254,GR,moral phenotype,0.4958024476166842,0.057055017481582426,324.0,103.04845813359341,107.13456066926251,least_squares_100iters
0,34,255,IA,rescorla-wagner,0.18288141827437304,,2706.448234098723,222.03944678740407,224.08249805523863,least_squares_100iters
0,34,255,IA,inverse motive,0.2531068462291626,0.00985177569173031,549.0,133.10768889947389,137.193791435143,least_squares_100iters
0,34,255,IA,greed,,,5104.0,256.1995277598343,256.1995277598343,least_squares_100iters
0,34,255,IA,guilt-aversion,117.89691829565463,,1507.0,188.66502105514087,190.70807232297543,least_squares_100iters
0,34,255,IA,inequity-aversion,200.79332194384514,,435.0,117.84080150548563,119.88385277332019,least_squares_100iters
0,34,255,IA,moral phenotype,0.15391943006615344,0.08399032628244743,507.0,128.5712049381281,132.6573074737972,least_squares_100iters
0,47,256,IA,rescorla-wagner,0.223646367219788,,1431.3746402763281,185.7303389933766,187.77339026121115,least_squares_100iters
0,47,256,IA,inverse motive,0.3057476428409385,0.06600627696945181,610.0,139.11323829197,143.1993408276391,least_squares_100iters
0,47,256,IA,greed,,,3777.0,239.0371411280407,239.0371411280407,least_squares_100iters
0,47,256,IA,guilt-aversion,126.70862209997912,,849.0,155.95745135317742,158.00050262101198,least_squares_100iters
0,47,256,IA,inequity-aversion,235.95291149744236,,534.0,129.52864055416177,131.5716918219963,least_squares_100iters
0,47,256,IA,moral phenotype,0.22620610694686882,-0.09296630664753035,327.0,103.57380747457408,107.65991001024318,least_squares_100iters
0,47,257,IA,rescorla-wagner,0.25822160446590464,,2229.95064044047,211.00095733645207,213.04400860428663,least_squares_100iters
0,47,257,IA,inverse motive,0.1430331816610546,0.05493171363665928,604.0,138.5498070157151,142.6359095513842,least_squares_100iters
0,47,257,IA,greed,,,5132.0,256.5113691003557,256.5113691003557,least_squares_100iters
0,47,257,IA,guilt-aversion,146.0065788253062,,1195.0,175.44246120227047,177.48551247010502,least_squares_100iters
0,47,257,IA,inequity-aversion,480.32778102478744,,714.0,146.08640658678695,148.1294578546215,least_squares_100iters
0,47,257,IA,moral phenotype,0.09805683376055385,0.0030472235685246596,552.0,133.41831637122507,137.5044189068942,least_squares_100iters
0,72,258,GR,rescorla-wagner,0.11677372139825576,,1743.2253405767804,196.96513999282502,199.00819126065957,least_squares_100iters
0,72,258,GR,inverse motive,0.41182854800287005,0.03783565737611522,1371.0,185.27393146848257,189.3600340041517,least_squares_100iters
0,72,258,GR,greed,,,2124.0,206.22629152805493,206.22629152805493,least_squares_100iters
0,72,258,GR,guilt-aversion,47.204027075928856,,1424.0,185.43590797583013,187.4789592436647,least_squares_100iters
0,72,258,GR,inequity-aversion,66.2565574580154,,1521.0,189.19210539221035,191.2351566600449,least_squares_100iters
0,72,258,GR,moral phenotype,0.42422451336441214,-0.06961305641786553,1491.0,190.05660967502072,194.14271221068984,least_squares_100iters
0,92,259,MO,rescorla-wagner,0.36728370591300613,,1996.9604385849734,204.71082453282762,206.75387580066217,least_squares_100iters
0,92,259,MO,inverse motive,0.8021282138565533,0.04342374976813794,598.0,137.98075070861665,142.06685324428577,least_squares_100iters
0,92,259,MO,greed,,,3743.0,238.52171208398306,238.52171208398306,least_squares_100iters
0,92,259,MO,guilt-aversion,130.2185505334985,,1087.0,170.04316029933958,172.08621156717413,least_squares_100iters
0,92,259,MO,inequity-aversion,253.37539483882287,,632.0,139.13277319980153,141.1758244676361,least_squares_100iters
0,92,259,MO,moral phenotype,0.2277081689604028,-0.039847494912976594,378.0,111.83504688374714,115.92114941941624,least_squares_100iters
0,93,260,GA,rescorla-wagner,0.6388285449486947,,6016.732679479423,267.5771575948381,269.62020886267265,least_squares_100iters
0,93,260,GA,inverse motive,0.09130591605440334,0.43524371176345633,2601.0,221.77419986400378,225.8603023996729,least_squares_100iters
0,93,260,GA,greed,,,14374.0,315.21712672104877,315.21712672104877,least_squares_100iters
0,93,260,GA,guilt-aversion,9969.725979047946,,3502.0,236.7281799656411,238.77123123347565,least_squares_100iters
0,93,260,GA,inequity-aversion,3315.1179059623414,,2580.0,219.31212437462344,221.355175642458,least_squares_100iters
0,93,260,GA,moral phenotype,0.017985544309895796,0.04400140277786577,2580.0,221.31212437462344,225.39822691029255,least_squares_100iters
0,97,262,IA,rescorla-wagner,0.34385475627631906,,1918.1492426694945,202.41569338297003,204.4587446508046,least_squares_100iters
0,97,262,IA,inverse motive,0.21439273335900016,0.05338309800778188,642.0,142.0276110437584,146.11371357942753,least_squares_100iters
0,97,262,IA,greed,,,5183.0,257.0750188702439,257.0750188702439,least_squares_100iters
0,97,262,IA,guilt-aversion,162.90856555021827,,2178.0,209.65732903252626,211.70038030036082,least_squares_100iters
0,97,262,IA,inequity-aversion,374.1733594863872,,772.0,150.5381970848429,152.58124835267745,least_squares_100iters
0,97,262,IA,moral phenotype,0.14157843940490183,0.07017066951974818,721.0,148.64250855867274,152.72861109434186,least_squares_100iters
0,47,264,IA,rescorla-wagner,0.31150855491683477,,1663.78802913958,194.30665466857963,196.34970593641418,least_squares_100iters
0,47,264,IA,inverse motive,0.37473014575311575,0.034747069621517364,610.0,139.11323829197,143.1993408276391,least_squares_100iters
0,47,264,IA,greed,,,4701.0,251.5113180018061,251.5113180018061,least_squares_100iters
0,47,264,IA,guilt-aversion,110.41163837411494,,863.0,156.88971512518603,158.9327663930206,least_squares_100iters
0,47,264,IA,inequity-aversion,196.1189945837971,,390.0,111.61644186348109,113.65949313131564,least_squares_100iters
0,47,264,IA,moral phenotype,0.19509879338045083,-0.09471707192076904,417.0,117.43199237596232,121.51809491163142,least_squares_100iters
0,41,265,MO,rescorla-wagner,0.0738816095608384,,893.2630494498436,158.85430076133417,160.89735202916873,least_squares_100iters
0,41,265,MO,inverse motive,0.3889371061904905,0.35911157479975,1456.0,188.70262677255863,192.78872930822774,least_squares_100iters
0,41,265,MO,greed,,,1460.0,184.85900547146642,184.85900547146642,least_squares_100iters
0,41,265,MO,guilt-aversion,226.6090066044124,,2781.0,223.58833142476664,225.6313826926012,least_squares_100iters
0,41,265,MO,inequity-aversion,84.17877493910208,,614.0,137.48578863781776,139.52883990565232,least_squares_100iters
0,41,265,MO,moral phenotype,0.4274126551160235,-0.09255390454895576,530.0,131.10006710656216,135.18616964223128,least_squares_100iters
0,93,266,GA,rescorla-wagner,0.42670532719188975,,2343.478139473748,213.83139261591447,215.87444388374902,least_squares_100iters
0,93,266,GA,inverse motive,0.3986998700760598,0.01909197097456858,336.0,105.12141385133329,109.20751638700239,least_squares_100iters
0,93,266,GA,greed,,,8120.0,282.6649474233069,282.6649474233069,least_squares_100iters
0,93,266,GA,guilt-aversion,445.86634514142133,,310.0,98.53069868974458,100.57374995757914,least_squares_100iters
0,93,266,GA,inequity-aversion,404.57417628691593,,966.0,163.31641628354416,165.3594675513787,least_squares_100iters
0,93,266,GA,moral phenotype,0.04712698655535197,-0.06956160042890679,241.0,86.17950294239799,90.26560547806709,least_squares_100iters
0,81,267,GA,rescorla-wagner,0.5033203620296571,,3772.571863903166,240.97027540611248,243.01332667394703,least_squares_100iters
0,81,267,GA,inverse motive,0.07770648574605155,0.12341476871680626,1155.0,175.5018482419166,179.58795077758572,least_squares_100iters
0,81,267,GA,greed,,,11171.0,300.847433306969,300.847433306969,least_squares_100iters
0,81,267,GA,guilt-aversion,5012.575346545995,,1963.0,203.7331418071889,205.77619307502346,least_squares_100iters
0,81,267,GA,inequity-aversion,9501.254606559247,,601.0,136.26598900193747,138.30904026977203,least_squares_100iters
0,81,267,GA,moral phenotype,0.006307965316086239,0.08672910963297273,601.0,138.26598900193747,142.35209153760658,least_squares_100iters
0,91,268,GR,rescorla-wagner,0.03386358993118754,,256.0,87.6211920687657,89.66424333660025,least_squares_100iters
0,91,268,GR,inverse motive,0.1267345989936158,0.02890826030053354,232.0,84.01010791841031,88.09621045407941,least_squares_100iters
0,91,268,GR,greed,,,256.0,85.6211920687657,85.6211920687657,least_squares_100iters
0,91,268,GR,guilt-aversion,17.427875850065668,,284.0,93.5376093086194,95.58066057645395,least_squares_100iters
0,91,268,GR,inequity-aversion,3.63550253569489,,256.0,87.6211920687657,89.66424333660025,least_squares_100iters
0,91,268,GR,moral phenotype,0.49681479864460854,0.05137082450399691,256.0,89.6211920687657,93.7072946044348,least_squares_100iters
0,4,269,IA,rescorla-wagner,0.20068053871234984,,2343.4679557608074,213.83114491874628,215.87419618658083,least_squares_100iters
0,4,269,IA,inverse motive,0.4503337568919997,0.007090255817004353,364.0,109.68384818872485,113.76995072439395,least_squares_100iters
0,4,269,IA,greed,,,4917.0,254.07194817591116,254.07194817591116,least_squares_100iters
0,4,269,IA,guilt-aversion,118.21210737854248,,1486.0,187.8651415742598,189.90819284209437,least_squares_100iters
0,4,269,IA,inequity-aversion,235.4193822270889,,209.0,76.05913009542488,78.10218136325943,least_squares_100iters
0,4,269,IA,moral phenotype,0.1311998745520061,0.024379101698520103,219.0,80.72316633297119,84.80926886864029,least_squares_100iters
0,54,270,MO,rescorla-wagner,0.06862596675777725,,1984.7832404021597,204.36218207045366,206.4052333382882,least_squares_100iters
0,54,270,MO,inverse motive,0.056725847605621764,0.4769326449256947,1548.0,192.19506381996197,196.2811663556311,least_squares_100iters
0,54,270,MO,greed,,,2541.0,216.44391778268,216.44391778268,least_squares_100iters
0,54,270,MO,guilt-aversion,45.76611974033251,,1700.0,195.53393894595615,197.5769902137907,least_squares_100iters
0,54,270,MO,inequity-aversion,70.21503581926991,,1375.0,183.43999130916893,185.4830425770035,least_squares_100iters
0,54,270,MO,moral phenotype,0.3215516915099976,-0.08270960276139049,1336.0,183.79989291693633,187.88599545260544,least_squares_100iters
0,52,271,GR,rescorla-wagner,0.09041939349276756,,765.5987983058109,150.0635991534413,152.10665042127584,least_squares_100iters
0,52,271,GR,inverse motive,0.4620022422815717,0.04287998813229331,302.0,99.04041772379821,103.12652025946731,least_squares_100iters
0,52,271,GR,greed,,,807.0,151.06552682481774,151.06552682481774,least_squares_100iters
0,52,271,GR,guilt-aversion,393.2018587270958,,5441.0,261.8440120831284,263.88706335096293,least_squares_100iters
0,52,271,GR,inequity-aversion,35.37096495520808,,853.0,156.22537194045634,158.2684232082909,least_squares_100iters
0,52,271,GR,moral phenotype,0.46301883053826054,-0.008430783967810301,284.0,95.5376093086194,99.6237118442885,least_squares_100iters
0,32,273,MO,rescorla-wagner,0.28610115716388385,,6746.877758367688,274.1056797181781,276.14873098601265,least_squares_100iters
0,32,273,MO,inverse motive,0.4504604340826647,0.8385697209053409,2106.0,209.74118221698413,213.82728475265324,least_squares_100iters
0,32,273,MO,greed,,,12637.0,307.8759827056755,307.8759827056755,least_squares_100iters
0,32,273,MO,guilt-aversion,2605.5489723388437,,2057.0,206.39929944364923,208.44235071148378,least_squares_100iters
0,32,273,MO,inequity-aversion,9689.777982969255,,1245.0,177.7788538406627,179.82190510849725,least_squares_100iters
0,32,273,MO,moral phenotype,0.013663194440631798,0.010300917959937206,1241.0,179.59542649009327,183.6815290257624,least_squares_100iters
0,72,274,GR,rescorla-wagner,0.16149583554533603,,1572.2046293789674,191.07942347849155,193.1224747463261,least_squares_100iters
0,72,274,GR,inverse motive,0.42079282613069524,0.04102000317246065,929.0,163.09027584581943,167.17637838148855,least_squares_100iters
0,72,274,GR,greed,,,2308.0,210.96186550822608,210.96186550822608,least_squares_100iters
0,72,274,GR,guilt-aversion,109.69789201695556,,2911.0,226.19243852693117,228.23548979476573,least_squares_100iters
0,72,274,GR,inequity-aversion,45.975907687968444,,2243.0,211.3335412010825,213.37659246891707,least_squares_100iters
0,72,274,GR,moral phenotype,0.4286019909623757,-0.08881262572308185,1428.0,187.59579587870385,191.68189841437297,least_squares_100iters
0,4,275,IA,rescorla-wagner,0.22290372157961832,,2863.8484886053,225.26161033893013,227.30466160676468,least_squares_100iters
0,4,275,IA,inverse motive,0.2240210071048373,0.06947006584023506,693.0,146.3847876872551,150.47089022292423,least_squares_100iters
0,4,275,IA,greed,,,5140.0,256.6001541650357,256.6001541650357,least_squares_100iters
0,4,275,IA,guilt-aversion,126.8748257637098,,2026.0,205.53374276752248,207.57679403535704,least_squares_100iters
0,4,275,IA,inequity-aversion,285.1076040460654,,739.0,148.04805922747815,150.0911104953127,least_squares_100iters
0,4,275,IA,moral phenotype,0.13820178570527464,0.021882456013878115,709.0,147.6858427457619,151.77194528143102,least_squares_100iters
0,72,276,GR,rescorla-wagner,0.1239784484967385,,1203.6267299431408,175.85246724513527,177.89551851296983,least_squares_100iters
0,72,276,GR,inverse motive,0.3307717329014357,0.0254527741319814,820.0,155.97642512815366,160.06252766382278,least_squares_100iters
0,72,276,GR,greed,,,1434.0,183.8347899395259,183.8347899395259,least_squares_100iters
0,72,276,GR,guilt-aversion,23.307611702708677,,1322.0,181.19943589689365,183.2424871647282,least_squares_100iters
0,72,276,GR,inequity-aversion,74.91121803301249,,728.0,147.19323748064173,149.23628874847628,least_squares_100iters
0,72,276,GR,moral phenotype,0.3947008951818048,-0.06704062210208978,772.0,152.5381970848429,156.624299620512,least_squares_100iters
0,47,277,IA,rescorla-wagner,0.09126448133875885,,1038.3541436713797,167.43343224489857,169.47648351273313,least_squares_100iters
0,47,277,IA,inverse motive,0.53903657425151,0.2106526374855094,892.0,160.7736472904912,164.8597498261603,least_squares_100iters
0,47,277,IA,greed,,,2059.0,204.45469303401464,204.45469303401464,least_squares_100iters
0,47,277,IA,guilt-aversion,99.93409976188916,,1095.0,170.46112734171493,172.50417860954948,least_squares_100iters
0,47,277,IA,inequity-aversion,236.29770082054912,,1156.0,173.55117753967306,175.59422880750762,least_squares_100iters
0,47,277,IA,moral phenotype,0.2832783683609297,-0.09247915271405263,418.0,117.56851938734175,121.65462192301085,least_squares_100iters
0,83,278,GR,rescorla-wagner,0.2666235495219297,,16.0,-70.41636509890182,-68.37331383106726,least_squares_100iters
0,83,278,GR,inverse motive,0.7193037890597536,0.018172008720698383,183.0,70.48678844539164,74.57289098106074,least_squares_100iters
0,83,278,GR,greed,,,16.0,-72.41636509890182,-72.41636509890182,least_squares_100iters
0,83,278,GR,guilt-aversion,76.43855763136642,,3152.0,230.72624743916353,232.7692987069981,least_squares_100iters
0,83,278,GR,inequity-aversion,316.91878984771324,,6503.0,272.0071543419723,274.0502056098068,least_squares_100iters
0,83,278,GR,moral phenotype,0.49271828683995567,0.06825247725578479,23.0,-47.730751958607826,-43.64464942293873,least_squares_100iters
0,56,279,GA,rescorla-wagner,0.35766291977806397,,2429.7631584980104,215.892374492343,217.93542576017757,least_squares_100iters
0,56,279,GA,inverse motive,0.2167652660034317,0.03790590334332236,22.0,-50.26450242514536,-46.17839988947626,least_squares_100iters
0,56,279,GA,greed,,,8669.0,286.3940749369431,286.3940749369431,least_squares_100iters
0,56,279,GA,guilt-aversion,8391.11451931725,,73.0,16.102265878888936,18.145317146723485,least_squares_100iters
0,56,279,GA,inequity-aversion,316.9744947069764,,1333.0,181.67175498361703,183.7148062514516,least_squares_100iters
0,56,279,GA,moral phenotype,0.01641986315643934,-0.045289181681818155,61.0,7.865887991309382,11.951990526978483,least_squares_100iters
0,6,280,IA,rescorla-wagner,0.46869004808197023,,9256.146900845355,292.1295366920795,294.17258795991404,least_squares_100iters
0,6,280,IA,inverse motive,0.28330470919111606,0.28914961060441413,3764.0,242.84061527363102,246.92671780930013,least_squares_100iters
0,6,280,IA,greed,,,17487.0,326.39122025610925,326.39122025610925,least_squares_100iters
0,6,280,IA,guilt-aversion,6997.990344286543,,5075.0,257.87474055629997,259.9177918241345,least_squares_100iters
0,6,280,IA,inequity-aversion,5671.840637312893,,3033.0,228.53260567167976,230.57565693951432,least_squares_100iters
0,6,280,IA,moral phenotype,0.01751904038127139,0.023084497367121745,3102.0,231.81481132641022,235.90091386207934,least_squares_100iters
0,92,281,MO,rescorla-wagner,0.38950789713708417,,2009.3043028793254,205.0620756541199,207.10512692195445,least_squares_100iters
0,92,281,MO,inverse motive,0.18117951146172145,0.024709837379481313,581.0,136.33687087398957,140.42297340965868,least_squares_100iters
0,92,281,MO,greed,,,3941.0,241.45989503354588,241.45989503354588,least_squares_100iters
0,92,281,MO,guilt-aversion,138.12835245633482,,1492.0,188.0948262369619,190.13787750479645,least_squares_100iters
0,92,281,MO,inequity-aversion,196.79881681009536,,590.0,135.21306233671726,137.2561136045518,least_squares_100iters
0,92,281,MO,moral phenotype,0.25068975190482123,-0.07967948809583084,528.0,130.88456590468758,134.97066844035666,least_squares_100iters
0,100,282,GA,rescorla-wagner,0.2526993393035357,,3084.7440516146326,229.49684387846276,231.5398951462973,least_squares_100iters
0,100,282,GA,inverse motive,0.9704651883389145,0.08695361411572947,686.0,145.8061025138061,149.89220504947522,least_squares_100iters
0,100,282,GA,greed,,,6873.0,273.1613680873621,273.1613680873621,least_squares_100iters
0,100,282,GA,guilt-aversion,357.8250345650036,,893.0,158.8375128433911,160.88056411122565,least_squares_100iters
0,100,282,GA,inequity-aversion,289.06799079927436,,838.0,155.21410946090938,157.25716072874394,least_squares_100iters
0,100,282,GA,moral phenotype,0.11112896810214157,-0.0994817451193981,652.0,142.90861776324985,146.99472029891896,least_squares_100iters
